La Joya	8491
		13/9/1989	1.65   34.97	34.53	19854.00   339.74
		1/1/2012	11.28   52.31	37.04	26485.20   1810.43
		21/10/2013	28.06   82.50	37.80	19551.60   1938.13
		5/6/1994	26.08   78.95	72.34	16.65   173.68
		23/6/2011	30.07   86.13	78.81	32101.20   630.78
		16/4/1985	4.24   39.63	69.48	3366.54   484.41
		20/3/1998	9.44   48.99	12.70	14810.40   1269.55
		7/12/2004	15.94   60.70	68.91	3722.40   1258.27
		17/2/1979	-6.22   20.80	48.93	21.88   2.84
		1/8/2004	21.71   71.08	80.55	2550.60   442.77
		26/12/1986	13.23   55.81	58.49	1531.14   408.47
		7/1/2000	8.61   47.50	9.87	20595.60   1923.40
		4/7/1985	11.76   53.17	11.88	5493.60   357.95
Santo Domingo	9883
		1/5/2009	-24.67   -12.40	29.84	28598.40   1862.31
		17/5/1983	-2.63   27.27	66.07	3328.20   348.36
		13/4/1996	14.49   58.09	14.74	2582.70   21.21
		2/2/1979	19.60   67.28	30.40	31039.20   203.49
		12/6/1981	6.02   42.83	20.40	6904.80   589.71
		8/11/1991	7.96   46.32	77.98	16.60   152.71
		13/7/1994	-4.28   24.30	66.21	57.95   40.09
		6/9/2005	-0.17   31.69	23.00	57.78   194.80
		24/10/1991	2.96   37.32	28.17	22590.00   1404.49
		1/11/1981	20.46   68.83	4.50	10188.00   617.66
		5/1/1991	0.00   32.00	62.80	1923.78   44.21
		3/9/1979	4.50   40.10	10.50	625.26   524.05
		21/4/2002	23.90   75.02	1.08	9079.20   853.44
		13/12/2013	7.84   46.11	10.50	8.24   132.88
		5/2/1995	1.85   35.33	9.44	14.69   185.27
		1/10/2013	-0.28   31.50	60.78	0.07   184.34
		5/6/1993	-19.67   -3.40	17.94	14.69   185.27
		20/1/2005	2.81   37.06	32.29	40.46   11.10
		3/5/1994	-20.78   -5.40	0.17	14443.20   201.49
		4/6/1980	22.70   72.86	14.30	3401.52   427.97
		25/1/1981	16.36   61.45	94.26	7725.60   926.31
		19/12/2011	0.42   32.76	74.38	42.46   159.80
		7/7/1990	15.94   60.70	56.04	26578.80   54.23
		8/5/1987	1.26   34.27	47.69	14.69   185.27
		5/6/2013	-0.41   31.27	0.67	536.76   520.42
		1/9/1987	26.46   79.63	0.96	1093.14   63.83
		4/6/1981	24.53   76.15	42.64	683.70   201.83
		22/1/1978	22.56   72.61	4.50	19.04   181.26
		5/7/2003	12.58   54.64	3.50	1061.28   225.24
		21/10/2012	-0.02   31.96	5.85	946.32   74.67
		11/8/1991	-20.28   -4.50	97.26	652.62   38.18
Atiquipa	1935
		20/1/1990	-1.68   28.98	23.00	32.55   6.78
		4/6/1993	26.24   79.23	5.37	38.00   141.24
		21/3/1989	1.73   35.11	12.80	56.23   66.28
		7/5/1997	10.98   51.76	28.22	34.39   149.43
		6/7/1978	-0.52   31.06	57.19	14731.20   1874.18
		13/11/1992	2.07   35.73	28.32	6138.00   155.27
		4/4/2007	27.61   81.70	45.26	13266.00   1379.02
		5/9/2012	0.00   32.00	6.02	16.61   126.63
		1/1/1995	11.91   53.43	14.17	10.85   40.69
		28/6/1978	8.84   47.91	48.71	1107.54   57.48
		20/8/1989	37.36   99.25	51.65	1845.60   421.64
		3/5/1989	27.20   80.96	5.40	15.11   10.52
		13/10/1976	0.95   33.71	6.26	52.44   1.46
		1/10/2007	21.04   69.87	67.26	3561.90   258.00
		7/1/1981	0.00   32.00	5.40	20984.40   410.23
		12/11/1993	10.70   51.26	76.57	5.72   4.49
Villa El Salvador	2593
		26/9/2001	32.56   90.60	57.65	2431.26   241.52
		24/7/2008	23.64   74.55	93.70	1158.54   517.03
		1/8/1992	5.47   41.85	53.46	47.37   107.13
		9/8/2010	1.10   33.98	95.20	55.22   49.54
		6/9/1979	4.83   40.70	2.78	12902.40   1707.82
		1/2/1993	10.44   50.80	73.95	1048.62   364.25
		19/8/1994	0.00   32.00	81.18	2028.30   578.27
		14/5/2006	1.56   34.81	83.76	3.43   101.90
		1/12/2009	-6.92   19.54	47.76	2886.06   425.88
		24/11/2006	1.93   35.47	5.30	1.53   193.39
		9/6/3/1977	51.15   124.07	68.85	27392.40   622.53
		3/4/1997	4.58   40.25	36.23	41.05   86.10
		3/9/1987	13.03   55.45	70.59	17136.00   1009.81
		11/7/1991	0.00   32.00	85.41	3594.18   222.06
		2/3/2005	18.56   65.40	7.01	720.18   222.73
		3/2/1992	8.25   46.85	59.52	50.69   139.86
		1/5/1976	53.09   127.56	3.40	3552.54   355.76
Nuevo Imperial	7852
		4/3/1981	6.04   42.87	60.81	58.38   102.46
		2/11/2013	-5.78   21.60	53.10	11041.20   1544.16
		12/4/2012	17.40   63.32	0.95	19209.60   737.62
		5/7/1984	10.50   50.90	87.92	601.20   449.22
		15/5/1996	10.39   50.70	89.09	21960.00   1758.61
		7/3/2013	22.87   73.17	69.53	26535.60   7.88
		26/2/1993	35.78   96.40	7.83	31042.80   647.81
		13/12/2008	4.14   39.46	86.56	3410.40   311.44
		4/12/2008	16.35   61.43	10.60	36.32   121.25
		5/2/2007	5.76   42.37	20.24	28328.40   718.60
		11/2/1996	1.87   35.37	44.45	20556.00   595.73
		28/1/1989	0.71   33.28	73.54	18820.80   703.61
San Miguel de El Faique	4172
		15/1/2002	5.42   41.76	86.94	54.36   139.29
		28/2/2013	4.47   40.05	12.50	0.36   488.64
		15/3/1977	11.09   51.96	98.27	813.96   69.56
		22/9/1996	3.19   37.74	16.34	4280.40   1907.75
		27/3/2011	18.46   65.23	57.56	30225.60   910.38
		24/2/2007	14.93   58.87	71.11	21632.40   850.02
		21/9/2004	10.50   50.90	76.06	1995.60   132.35
		2/2/1975	3.37   38.07	24.30	28.33   108.72
		28/12/2001	19.40   66.92	4.30	3154.68   331.59
		12/6/1977	0.67   33.21	40.26	24778.80   1990.53
		1/1/1982	2.06   35.70	33.12	51.85   160.35
		1/1/1983	22.50   72.50	10.50	2598.12   24.45
		2/7/1999	0.56   33.01	92.77	25.49   180.43
		9/5/1987	1.28   34.30	4.30	10008.00   1861.76
		3/1/2008	21.81   71.25	51.57	2600.34   307.01
		6/8/2014	-14.60   5.72	41.69	50.65   124.48
		9/1/2001	16.50   61.70	87.26	14.69   185.27
		1/5/199310	0.47   32.85	80.25	14.69   185.27
		6/8/2014	30.50   86.90	41.69	50.65   124.48
		23/12/2002	36.10   96.98	8.13	14.69   185.27
San Luis Grande	5504
		3/6/2002	26.90   80.42	91.75	10868.40   332.18
		19/2/2010	7.15   44.87	10.60	455.64   56.22
		21/10/1996	10.39   50.70	13.74	28.37   149.52
		20/6/1992	17.37   63.27	93.57	2077.26   168.21
		10/4/2012	8.55   47.39	33.49	12790.80   1807.20
		1/7/1993	21.56   70.80	8.96	42.28   17.76
		5/6/2011	-1.26   29.73	1.01	50.59   120.17
		1/3/1988	24.66   76.39	45.25	14652.00   747.61
		5/6/1998	36.55   97.79	56.10	21.82   8.28
		3/7/1976	8.93   48.07	60.15	583.74   212.66
		6/12/2005	16.00   60.80	45.67	41.11   196.23
		10/11/1994	-14.61   5.70	26.02	2800.98   123.20
		17/1/1981	10.66   51.19	18.82	43.50   94.67
		3/6/2011	1.32   34.37	80.02	27025.20   880.10
Los organos	8731
		1/3/1975	22.03   71.65	45.22	7.51   47.93
		19/8/2000	5.77   42.39	5.40	668.76   479.83
		1/12/1977	1.18   34.12	20.23	57.46   162.55
		2/2/1976	11.93   53.48	10.60	1504.68   439.12
		4/8/1990	6.04   42.88	13.36	5796.00   1583.91
		15/12/1981	18.84   65.92	92.00	24.52   115.35
		18/7/1983	16.64   61.96	50.40	28789.20   1272.22
		17/7/1976	-1.49   29.32	96.16	16977.60   1126.16
		2/4/2004	31.01   87.82	5.40	16048.80   1014.86
		1/4/1993	25.73   78.32	62.79	2847.78   413.48
		6/2/1976	33.16   91.69	10.60	56.45   38.47
		1/6/2010	45.27   113.49	10.60	38.81   6.36
		1/7/2012	3.92   39.06	10.60	21.48   151.53
		19/5/2002	0.05   32.09	80.79	58.67   62.46
		16/6/2005	7.68   45.83	12.08	16524.00   883.17
		2/3/2003	36.28   97.30	37.01	356.22   597.35
		9/7/2004	2.81   37.06	35.74	3439.86   550.41
		12/12/2006	-20.89   -5.60	77.75	1067.88   564.32
San Miguel de Acos	8921
		6/2/1975	21.91   71.44	10.60	5655.60   356.30
		12/2/1986	10.50   50.90	94.26	12679.20   990.26
		21/1/1985	23.37   74.07	87.49	9.34   11.73
		24/12/2008	0.68   33.23	17.55	43.18   27.90
		17/8/1976	35.15   95.27	10.60	14929.20   676.55
		4/1/1976	4.84   40.71	29.59	24714.00   241.64
		24/4/1987	6.84   44.31	10.60	29332.80   1360.27
		20/3/1978	14.44   57.99	43.28	12862.80   1075.06
		26/7/2000	22.59   72.66	26.57	46.42   100.31
		5/2/1980	-11.89   10.60	86.63	4860.00   1549.88
		7/8/2012	10.60   51.08	18.41	1857.48   522.47
		16/9/2005	-11.89   10.60	10.60	0.12   162.94
		5/10/1989	12.40   54.32	87.49	38.26   40.07
		27/2/1986	8.12   46.62	41.71	54.92   100.16
		1/1/1998	39.00   102.20	10.60	989.04   46.30
Rio Grande	8134
		2/4/1997	-1.53   29.25	64.39	4903.20   1160.56
		15/8/2001	1.06   33.91	3.51	5263.20   1509.98
		2/6/1982	5.18   41.32	10.50	9979.20   1150.75
		5/5/1984	3.05   37.49	97.81	29883.60   690.20
		10/11/1989	41.83   107.29	99.53	8208.00   1152.75
		11/3/2014	10.60   51.08	95.05	2804.40   538.23
		27/12/1988	10.60   51.08	85.86	527.34   165.99
		8/12/2014	-5.29   22.47	5.40	2109.30   411.03
		1/8/1983	0.68   33.22	47.84	1836.60   127.70
		4/7/2009	-4.48   23.94	77.06	30722.40   546.69
		18/1/1980	32.13   89.83	7.34	5529.60   524.71
		2/3/1990	-10.60   12.92	51.38	16.22   197.76
		4/1/2008	11.40   52.52	59.58	12960.00   468.90
		20/11/1996	10.50   50.90	80.10	27615.60   1561.34
		4/5/2002	4.59   40.26	11.75	28040.40   1306.51
		1/5/1986	11.07   51.93	4.50	1735.92   434.44
		25/3/1998	14.35   57.83	7.92	3586.08   426.88
		23/6/2000	4.60   40.28	31.47	19.01   199.11
Brena	8885
		25/10/1994	26.57   79.83	91.50	1097.88   595.87
		17/8/2005	13.30   55.94	64.99	43.67   175.88
		2/9/1991	3.97   39.14	87.68	27.91   164.83
		1/5/2003	-4.31   24.24	4.06	16833.60   162.33
		13/2/1985	10.60   51.08	27.92	3450.06   166.74
		16/6/2010	-5.80   21.56	10.10	56.89   190.44
		20/8/1983	10.60   51.08	17.37	54.51   51.55
		11/7/1991	16.11   61.00	44.28	32313.60   905.23
		2/4/1985	14.12   57.41	5.60	1491.36   458.99
		1/2/2011	30.60   87.08	53.57	14137.20   311.78
		26/6/2000	34.28   93.70	9.60	10422.00   1776.33
		9/7/1997	-1.77   28.81	16.38	11962.80   1476.41
		1/9/2008	16.48   61.67	82.42	210.12   41.92
		27/5/1987	2.08   35.75	32.84	49.25   148.25
		6/6/1992	36.29   97.32	4.30	12283.20   1890.05
Atavillos Alto	5572
		17/4/1991	19.42   66.96	7.97	31582.80   809.54
		22/9/2002	2.01   35.62	88.81	3459.12   487.87
		21/11/2010	16.08   60.94	31.55	40.04   63.41
		5/6/2007	-5.21   22.62	72.77	26510.40   1090.93
		19/1/1998	30.40   86.72	99.32	3456.12   281.96
		10/8/1998	-1.27   29.71	59.12	10465.20   144.31
		1/1/1985	-1.45   29.39	10.30	23547.60   1297.85
		5/5/1986	15.94   60.70	93.52	2409.42   83.82
		25/10/1990	-51.50   -60.70	89.12	58.88   114.34
		25/2/2010	-3.80   25.16	30.48	29361.60   686.31
		25/6/2010	0.00   32.00	12.69	1136.40   398.05
		8/12/2012	0.00   32.00	94.88	3423.90   56.91
		9/6/1979	10.40   50.72	3.40	3407.22   478.13
Acomayo	8154
		6/7/1998	33.49   92.28	78.82	5432.40   220.54
		23/7/1989	10.70   51.26	87.09	12600.00   1354.63
		7/4/1987	6.92   44.46	23.11	811.56   579.90
		4/10/1982	21.36   70.45	60.67	31.17   3.99
		5/6/2012	34.50   94.10	58.68	5.57   92.18
		6/5/1991	-4.81   23.34	8.93	48.03   87.43
		2/5/2002	9.12   48.41	72.14	1054.02   14.18
		6/7/1990	36.51   97.72	40.60	36.85   161.28
		4/6/1983	6.45   43.61	17.40	5554.80   942.30
		5/2/1977	1.82   35.27	36.90	2577.96   330.86
		28/10/1998	10.33   50.60	48.59	12801.60   1017.08
		5/9/1977	10.40   50.72	1.40	44.92   40.82
		28/10/1983	3.43   38.17	34.67	1418.64   415.75
		28/6/1996	6.09   42.96	36.31	445.62   335.87
Acari	1132
		23/9/2011	12.88   55.18	50.94	3094.44   33.41
		5/7/1997	15.94   60.70	56.98	16538.40   1821.45
		20/5/1986	2.12   35.82	34.24	3884.40   925.22
		1/9/2002	6.29   43.33	93.28	3501.84   23.30
		27/5/1997	10.76   51.37	30.40	1361.34   92.83
		8/2000	17.45   63.41	8.09	48.39   44.34
		14/4/1983	14.05   57.29	97.33	216.90   314.43
		5/7/2013	10.38   50.68	96.86	11743.20   1196.11
		4/6/1993	1.53   34.75	81.78	578.16   103.47
		5/8/1982	9.80   49.64	71.94	58.12   174.18
		1/10/2007	-0.83   30.50	4.50	28191.60   1196.48
Alto Selva Alegre	4893
		21/3/1999	0.67   33.20	70.42	6145.20   468.55
		9/8/1994	4.50   40.10	74.40	1818.36   520.75
		28/5/2011	35.16   95.29	53.15	23086.80   514.43
		7/8/2001	32.17   89.90	2.65	29793.60   366.35
		19/4/1997	16.23   61.21	4.50	3460.26   85.30
		16/4/1981	0.05   32.09	18.79	7498.80   1463.50
		1/3/1997	0.00   32.00	59.54	1514.82   411.95
		13/10/1990	0.15   32.27	43.02	1752.96   472.81
		2/3/1978	-5.06   22.89	46.64	23130.00   965.81
		22/11/2013	2.95   37.31	10.30	6.97   142.70
		18/5/2007	17.33   63.19	25.81	29473.20   1973.47
		23/9/2008	31.34   88.41	85.10	774.12   321.52
		5/10/201	-1.47   29.36	67.48	22903.20   508.05
		25/7/1988	27.69   81.85	78.44	14.69   185.27
		5/7/2004	14.58   58.25	3.40	22838.40   1615.21
		22/10/2001	1.96   35.52	67.87	5281.20   1389.12
		20/10/1992	4.66   40.38	72.60	478.14   190.91
		5/3/2009	8.10   46.58	71.21	2342.70   543.81
		4/7/1981	13.17   55.71	0.55	3139.08   576.86
		15/5/201	-0.83   30.51	49.46	31968.00   830.77
Santa Maria	7508
		10/9/2001	18.17   64.71	34.95	1232.52   19.27
		5/1/1996	0.00   32.00	10.50	28447.20   601.45
		2/7/1994	21.50   70.70	11.59	50.77   168.90
		27/10/1985	7.34   45.21	87.13	29.68   89.93
		5/1/1984	1.41   34.54	20.18	42.34   173.53
		8/1976	5.56   42.01	10.50	45.62   64.18
		18/4/2004	6.76   44.17	39.29	3588.42   157.29
		28/4/2013	23.43   74.18	10.50	20.68   197.37
		7/8/1994	31.31   88.36	77.23	849.60   334.14
		17/11/2013	-0.95   30.29	44.66	28994.40   530.54
		19/10/1980	-1.65   29.03	50.55	814.08   104.12
		16/7/1988	14.41   57.93	30.50	1523.22   489.23
		3/6/2014	1.44   34.60	6.64	6861.60   1138.17
		4/11/1977	16.04   60.87	83.54	702.96   63.31
		27/4/1981	20.04   68.07	6.11	7.53   164.28
Gregorio Pita de Paucamarca	2167
		3/6/1995	6.76   44.17	59.56	11250.00   490.35
		26/2/2005	10.50   50.90	5.07	1894.20   356.44
		16/10/1990	11.08   51.95	85.75	1319.70   466.34
		14/6/2000	20.93   69.67	75.86	27.82   126.89
		22/10/1997	4.10   39.38	44.73	49.23   40.84
		10/2/2000	12.12   53.82	13.24	2064.72   430.04
		8/7/2013	0.00   32.00	3.40	31867.20   1163.06
		21/2/1993	-0.88   30.42	81.61	14.69   185.27
		4/3/2010	15.94   60.70	62.79	8892.00   1907.87
		18/10/1992	8.23   46.81	4.50	2571.90   103.68
		26/9/1992	2.77   36.99	48.88	19972.80   492.57
		11/1/2000	31.82   89.28	84.73	20188.80   114.65
		22/5/1996	20.39   68.70	57.35	26816.40   220.65
		5/6/1978	13.40   56.12	46.21	14.69   185.27
Santa Rosa de Quives	2827
		10/7/2005	14.03   57.26	74.99	30355.20   542.98
		5/5/1978	-0.18   31.67	11.98	9356.40   1932.23
		5/5/1989	9.91   49.84	3.53	353.82   564.08
		6/4/2002	4.72   40.50	11.97	28.25   125.90
		2/7/2009	14.96   58.92	5.60	26.12   85.98
		19/4/1982	10.60   51.08	30.80	25.57   106.86
		9/8/1988	2.42   36.36	74.12	13856.40   1478.36
		12/8/1986	30.54   86.97	88.50	24861.60   958.05
		4/8/1993	2.60   36.68	59.56	29638.80   734.16
		1/6/1983	7.19   44.94	19.48	14.69   185.27
		3/5/1983	27.24   81.03	5.38	20732.40   1913.90
		11/5/1997	2.69   36.84	17.11	25.98   143.55
Magdalena del Mar	8091
		2/11/1984	6.14   43.05	19.22	28594.80   1689.16
		9/3/2007	-20.89   -5.60	5.05	17208.00   805.47
		14/8/2000	-0.05   31.91	4.00	1478.52   134.30
		4/6/2001	23.67   74.61	86.46	1348.26   150.46
		20/5/1979	19.27   66.69	71.07	1177.98   587.06
		4/6/1981	51.55   124.79	83.33	2359.08   440.07
		26/11/1990	0.28   32.50	53.37	43.11   32.82
		5/1976	0.49   32.88	17.34	1045.08   60.48
		19/3/1979	17.22   63.00	3.28	1663.14   115.50
		27/2/1993	29.70   85.46	60.15	7797.60   1039.36
		24/6/2004	7.03   44.65	1.40	79.68   444.73
Jose Maria Quimper	2013
		6/8/1983	16.71   62.08	86.96	2849.64   451.60
		18/9/1976	2.63   36.73	13.22	1002.36   296.15
		1/10/1976	6.44   43.59	74.66	4294.80   842.93
		17/4/1987	19.10   66.38	10.40	1333.44   383.58
		27/9/1980	33.79   92.82	11.65	32342.40   204.65
		21/2/2013	-20.28   -4.50	67.00	32.30   14.99
		15/5/2012	45.30   113.54	70.95	1689.66   526.36
		9/3/1975	8.19   46.74	67.40	56.71   108.46
		11/12/1979	18.22   64.80	67.34	14.69   185.27
		21/8/1996	-20.36   -4.65	38.86	17.23   120.51
		5/7/1979	34.50   94.10	64.39	57.28   33.25
		5/6/1993	27.90   82.22	97.46	14.69   185.27
		7/12/2004	14.50   58.10	3.40	1493.64   25.10
		26/11/2008	1.12   34.02	15.33	1099.56   281.61
		7/9/2001	3.05   37.49	9.22	733.80   62.80
		6/1980	1.03   33.85	23.03	6.58   41.18
		5/7/1985	0.02   32.04	22.76	38.42   45.74
		25/11/1985	20.97   69.74	20.72	14.69   185.27
		5/4/2008	14.30   57.74	47.84	1479.96   101.67
		8/3/1992	1.21   34.18	78.67	18370.80   1237.34
		6/5/1995	-2.99   26.62	62.59	30898.80   1394.97
		20/4/2009	43.29   109.92	68.94	11869.20   1226.67
		4/6/2000	22.43   72.37	69.66	2836.68   90.96
		23/1/2004	26.20   79.16	82.80	32032.80   1295.53
		10/1/2012	-20.33   -4.60	32.03	51.82   128.90
